날짜,자치구,동,업종,업종코드,평균매출액,평균배달건수
2023년 05월,강서구,공항동,중식>중국집,I20201,"8,941,991원",378건
2023년 05월,강서구,가양2동,중식>중국집,I20201,"8,762,500원",362건
2023년 05월,강서구,등촌3동,중식>중국집,I20201,"7,787,278원",334건
2023년 05월,강서구,가양3동,중식>중국집,I20201,"8,762,500원",362건
2023년 05월,강서구,염창동,중식>중국집,I20201,"7,355,750원",293건
2023년 05월,강서구,발산1동,중식>중국집,I20201,"5,948,768원",244건
2023년 05월,강서구,우장산동,중식>중국집,I20201,"8,449,039원",359건
2023년 05월,강서구,등촌1동,중식>중국집,I20201,"7,787,278원",334건
2023년 05월,강서구,화곡6동,중식>중국집,I20201,"12,070,951원",518건
2023년 05월,강서구,화곡3동,중식>중국집,I20201,"12,070,951원",518건
2023년 05월,강서구,화곡본동,중식>중국집,I20201,"12,070,951원",518건
2023년 05월,강서구,등촌2동,중식>중국집,I20201,"7,787,278원",334건
2023년 05월,강서구,화곡1동,중식>중국집,I20201,"12,070,951원",518건
2023년 05월,강서구,화곡4동,중식>중국집,I20201,"12,070,951원",518건
2023년 05월,강서구,화곡8동,중식>중국집,I20201,"12,070,951원",518건
2023년 04월,강서구,방화2동,중식>중국집,I20201,"11,147,411원",457건
2023년 04월,강서구,방화1동,중식>중국집,I20201,"9,465,430원",398건
2023년 04월,강서구,가양1동,중식>중국집,I20201,"8,166,989원",338건
2023년 04월,강서구,공항동,중식>중국집,I20201,"9,465,430원",398건
2023년 04월,강서구,가양2동,중식>중국집,I20201,"9,384,333원",381건
2023년 04월,강서구,등촌3동,중식>중국집,I20201,"8,248,455원",358건
2023년 04월,강서구,가양3동,중식>중국집,I20201,"9,384,333원",381건
2023년 04월,강서구,염창동,중식>중국집,I20201,"7,579,675원",299건
2023년 04월,강서구,발산1동,중식>중국집,I20201,"5,820,686원",235건
2023년 04월,강서구,우장산동,중식>중국집,I20201,"9,051,993원",385건
2023년 04월,강서구,등촌1동,중식>중국집,I20201,"8,248,455원",358건
2023년 04월,강서구,화곡6동,중식>중국집,I20201,"13,330,792원",574건
2023년 04월,강서구,화곡3동,중식>중국집,I20201,"13,330,792원",574건
2023년 04월,강서구,화곡본동,중식>중국집,I20201,"13,330,792원",574건
2023년 04월,강서구,등촌2동,중식>중국집,I20201,"8,248,455원",358건
2023년 04월,강서구,화곡1동,중식>중국집,I20201,"13,330,792원",574건
2023년 04월,강서구,화곡4동,중식>중국집,I20201,"13,330,792원",574건
2023년 04월,강서구,화곡8동,중식>중국집,I20201,"13,330,792원",574건
2023년 03월,강서구,방화2동,중식>중국집,I20201,"11,038,811원",442건
2023년 03월,강서구,방화1동,중식>중국집,I20201,"9,625,817원",404건
2023년 03월,강서구,가양1동,중식>중국집,I20201,"7,876,431원",328건
2023년 03월,강서구,공항동,중식>중국집,I20201,"9,625,817원",404건
2023년 03월,강서구,가양2동,중식>중국집,I20201,"8,230,000원",345건
2023년 03월,강서구,등촌3동,중식>중국집,I20201,"8,573,754원",367건
2023년 03월,강서구,가양3동,중식>중국집,I20201,"8,230,000원",345건
2023년 03월,강서구,염창동,중식>중국집,I20201,"6,506,808원",266건
2023년 03월,강서구,발산1동,중식>중국집,I20201,"6,002,586원",243건
2023년 03월,강서구,우장산동,중식>중국집,I20201,"8,669,680원",371건
2023년 03월,강서구,등촌1동,중식>중국집,I20201,"8,573,754원",367건
2023년 03월,강서구,화곡6동,중식>중국집,I20201,"12,159,726원",529건
2023년 03월,강서구,화곡3동,중식>중국집,I20201,"12,159,726원",529건
2023년 03월,강서구,화곡본동,중식>중국집,I20201,"12,159,726원",529건
2023년 03월,강서구,등촌2동,중식>중국집,I20201,"8,573,754원",367건
2023년 03월,강서구,화곡1동,중식>중국집,I20201,"12,159,726원",529건
2023년 03월,강서구,화곡4동,중식>중국집,I20201,"12,159,726원",529건
2023년 03월,강서구,화곡8동,중식>중국집,I20201,"12,159,726원",529건
2023년 02월,강서구,방화2동,중식>중국집,I20201,"12,025,163원",481건
2023년 02월,강서구,방화1동,중식>중국집,I20201,"9,759,240원",407건
2023년 02월,강서구,가양1동,중식>중국집,I20201,"8,110,791원",331건
2023년 02월,강서구,공항동,중식>중국집,I20201,"9,759,240원",407건
