기준_년분기_코드,자치구_코드,자치구_코드_명,서비스_업종_코드,서비스_업종_코드_명,일반_점포_수,전체_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수
20242,11530,구로구,CS200022,복권방,57,57,0,0,5.3,3,0
20242,11530,구로구,CS200021,기타오락장,51,54,1.9,1,3.7,2,3
20242,11530,구로구,CS200020,전자게임장,16,17,0,0,5.9,1,1
20242,11530,구로구,CS200019,PC방,61,67,6,4,4.5,3,6
20242,11530,구로구,CS200018,볼링장,6,6,0,0,0,0,0
20242,11530,구로구,CS200017,골프연습장,89,93,2.2,2,5.4,5,4
20242,11530,구로구,CS200016,당구장,135,137,5.1,7,5.8,8,2
20242,11530,구로구,CS200015,세무사사무소,204,204,0.5,1,0,0,0
20242,11530,구로구,CS200014,회계사사무소,57,57,0,0,0,0,0
20242,11530,구로구,CS200013,기타법무서비스,152,152,0,0,3.3,5,0
20242,11530,구로구,CS200012,법무사사무소,49,49,0,0,0,0,0
20242,11530,구로구,CS200011,변리사사무소,25,25,0,0,0,0,0
20242,11530,구로구,CS200010,변호사사무소,48,48,0,0,2.1,1,0
20242,11530,구로구,CS200009,동물병원,34,35,2.9,1,0,0,1
20242,11530,구로구,CS200008,한의원,122,122,0,0,0.8,1,0
20242,11530,구로구,CS200007,치과의원,176,176,0,0,0,0,0
20242,11530,구로구,CS200006,일반의원,321,321,1.6,5,0,0,0
20242,11530,구로구,CS200005,스포츠 강습,297,301,2.7,8,3,9,4
20242,11530,구로구,CS200004,컴퓨터학원,26,26,0,0,0,0,0
20242,11530,구로구,CS200003,예술학원,350,362,2.5,9,3,11,12
20242,11530,구로구,CS200002,외국어학원,82,83,0,0,2.4,2,1
20242,11530,구로구,CS200001,일반교습학원,714,797,5.3,42,1.6,13,83
20242,11530,구로구,CS100010,커피-음료,521,811,3.8,31,3.8,31,290
20242,11530,구로구,CS100009,호프-간이주점,629,719,4.2,30,5,36,90
20242,11530,구로구,CS100008,분식전문점,349,484,4.1,20,5.2,25,135
20242,11530,구로구,CS100007,치킨전문점,85,281,3.6,10,5,14,196
20242,11530,구로구,CS100006,패스트푸드점,82,201,2,4,3.5,7,119
20242,11530,구로구,CS100005,제과점,137,219,2.7,6,3.7,8,82
20242,11530,구로구,CS100004,양식음식점,112,152,3.3,5,7.2,11,40
20242,11530,구로구,CS100003,일식음식점,146,180,7.8,14,5.6,10,34
20242,11530,구로구,CS100002,중식음식점,416,444,6.1,27,7.7,34,28
20242,11530,구로구,CS100001,한식음식점,1834,2134,5,107,4.9,104,300
20242,11500,강서구,CS300043,전자상거래업,1493,1493,0,0,6,90,0
20242,11500,강서구,CS300042,주유소,73,73,2.7,2,0,0,0
20242,11500,강서구,CS300041,예술품,20,20,0,0,0,0,0
20242,11500,강서구,CS300040,재생용품 판매점,90,90,0,0,2.2,2,0
20242,11500,강서구,CS300039,모터사이클및부품,33,33,0,0,0,0,0
20242,11500,강서구,CS300038,자동차부품,197,198,0,0,1.5,3,1
20242,11500,강서구,CS300037,중고차판매,219,219,0.5,1,3.2,7,0
20242,11500,강서구,CS300036,조명용품,382,382,0.5,2,0.8,3,0
20242,11500,강서구,CS300035,인테리어,214,214,3.3,7,2.3,5,0
20242,11500,강서구,CS300034,악기,20,20,0,0,0,0,0
20242,11500,강서구,CS300033,철물점,93,93,2.2,2,2.2,2,0
20242,11500,강서구,CS300032,가전제품,111,111,0,0,3.6,4,0
20242,11500,강서구,CS300031,가구,154,154,0,0,0,0,0
20242,11500,강서구,CS300030,중고가구,2,2,0,0,0,0,0
20242,11500,강서구,CS300029,애완동물,146,159,6.9,11,4.4,7,13
20242,11500,강서구,CS300028,화초,238,239,2.9,7,2.9,7,1
20242,11500,강서구,CS300027,섬유제품,117,117,3.4,4,1.7,2,0
20242,11500,강서구,CS300026,완구,69,69,1.4,1,4.3,3,0
20242,11500,강서구,CS300025,자전거 및 기타운송장비,44,44,0,0,4.5,2,0
20242,11500,강서구,CS300024,운동/경기용품,176,176,2.3,4,2.3,4,0
20242,11500,강서구,CS300023,미용재료,64,64,1.6,1,3.1,2,0
20242,11500,강서구,CS300022,화장품,756,794,0.1,1,3.3,26,38
20242,11500,강서구,CS300021,문구,228,251,2.8,7,2.8,7,23
20242,11500,강서구,CS300020,서적,220,224,0.4,1,4,9,4
20242,11500,강서구,CS300019,의료기기,245,247,3.6,9,2,5,2
20242,11500,강서구,CS300018,의약품,431,457,1.8,8,1.8,8,26
20242,11500,강서구,CS300017,시계및귀금속,118,124,0.8,1,0.8,1,6
20242,11500,강서구,CS300016,안경,89,128,1.6,2,2.3,3,39
20242,11500,강서구,CS300015,가방,106,107,0.9,1,3.7,4,1
20242,11500,강서구,CS300014,신발,147,153,0.7,1,0,0,6
20242,11500,강서구,CS300013,유아의류,85,95,1.1,1,1.1,1,10
20242,11500,강서구,CS300012,한복점,3,3,0,0,0,0,0
20242,11500,강서구,CS300011,일반의류,1538,1543,1.8,28,3,46,5
20242,11500,강서구,CS300010,반찬가게,556,575,3.8,22,3.5,20,19
20242,11500,강서구,CS300009,청과상,710,712,2.5,18,1.5,11,2
20242,11500,강서구,CS300008,수산물판매,312,317,0.3,1,1.9,6,5
20242,11500,강서구,CS300007,육류판매,283,284,3.2,9,4.6,13,1
20242,11500,강서구,CS300006,미곡판매,94,94,0,0,0,0,0
20242,11500,강서구,CS300005,주류도매,43,43,0,0,0,0,0
20242,11500,강서구,CS300004,핸드폰,359,360,1.4,5,3.1,11,1
20242,11500,강서구,CS300003,컴퓨터및주변장치판매,397,397,0,0,1.3,5,0
20242,11500,강서구,CS300002,편의점,157,540,3.3,18,4.6,25,383
20242,11500,강서구,CS300001,슈퍼마켓,398,606,5.8,35,4.1,25,208
20242,11500,강서구,CS200047,가정용품임대,75,75,0,0,0,0,0
20242,11500,강서구,CS200046,의류임대,23,23,0,0,8.7,2,0
20242,11500,강서구,CS200045,비디오/서적임대,10,11,9.1,1,0,0,1
20242,11500,강서구,CS200044,여행사,391,391,1,4,1,4,0
20242,11500,강서구,CS200043,건축물청소,430,437,2.7,12,1.6,7,7
20242,11500,강서구,CS200042,통번역서비스,75,75,0,0,0,0,0
20242,11500,강서구,CS200041,사진관,287,292,1.4,4,1.4,4,5
20242,11500,강서구,CS200040,녹음실,49,49,0,0,0,0,0
20242,11500,강서구,CS200038,독서실,138,175,5.7,10,5.1,9,37
20242,11500,강서구,CS200037,노래방,331,345,2.3,8,4.3,15,14
20242,11500,강서구,CS200036,고시원,1,1,0,0,0,0,0
20242,11500,강서구,CS200035,게스트하우스,25,25,0,0,4,1,0
20242,11500,강서구,CS200034,여관,134,134,2.2,3,3,4,0
20242,11500,강서구,CS200033,부동산중개업,2177,2183,0.1,2,2.8,62,6
20242,11500,강서구,CS200032,가전제품수리,192,192,0,0,2.1,4,0
20242,11500,강서구,CS200031,세탁소,291,359,1.7,6,1.9,7,68
20242,11500,강서구,CS200030,피부관리실,622,638,9.4,60,2.8,18,16
20242,11500,강서구,CS200029,네일숍,342,348,0,0,2.6,9,6
20242,11500,강서구,CS200028,미용실,1121,1232,2.2,27,2,25,111
20242,11500,강서구,CS200027,모터사이클수리,19,19,0,0,5.3,1,0
20242,11500,강서구,CS200026,자동차미용,121,132,5.3,7,3.8,5,11
20242,11500,강서구,CS200025,자동차수리,251,289,1.4,4,1,3,38
20242,11500,강서구,CS200024,스포츠클럽,271,287,5.9,17,3.1,9,16
20242,11500,강서구,CS200023,통신기기수리,31,31,0,0,0,0,0
20242,11500,강서구,CS200022,복권방,67,67,0,0,1.5,1,0
20242,11500,강서구,CS200021,기타오락장,59,64,3.1,2,18.8,12,5
20242,11500,강서구,CS200020,전자게임장,17,17,0,0,11.8,2,0
20242,11500,강서구,CS200019,PC방,68,82,9.8,8,8.5,7,14
20242,11500,강서구,CS200018,볼링장,14,14,7.1,1,7.1,1,0
20242,11500,강서구,CS200017,골프연습장,125,136,2.2,3,1.5,2,11
20242,11500,강서구,CS200016,당구장,207,211,4.7,10,4.3,9,4
20242,11500,강서구,CS200015,세무사사무소,351,351,0.6,2,0.6,2,0
20242,11500,강서구,CS200014,회계사사무소,32,32,0,0,0,0,0
20242,11500,강서구,CS200013,기타법무서비스,111,111,0,0,0.9,1,0
20242,11500,강서구,CS200012,법무사사무소,68,68,0,0,0,0,0
20242,11500,강서구,CS200011,변리사사무소,19,19,0,0,0,0,0
20242,11500,강서구,CS200010,변호사사무소,35,35,0,0,0,0,0
20242,11500,강서구,CS200009,동물병원,53,55,0,0,0,0,2
20242,11500,강서구,CS200008,한의원,199,199,0,0,2.5,5,0
20242,11500,강서구,CS200007,치과의원,248,248,0,0,0.4,1,0
20242,11500,강서구,CS200006,일반의원,517,517,2.3,12,0.4,2,0
20242,11500,강서구,CS200005,스포츠 강습,521,535,3.2,17,4.3,23,14
20242,11500,강서구,CS200004,컴퓨터학원,20,20,0,0,0,0,0
20242,11500,강서구,CS200003,예술학원,583,617,3.1,19,2.8,17,34
20242,11500,강서구,CS200002,외국어학원,107,113,0,0,6.2,7,6
20242,11500,강서구,CS200001,일반교습학원,1257,1413,3.7,52,2.1,29,156
20242,11500,강서구,CS100010,커피-음료,893,1295,5.6,73,5,65,402
20242,11500,강서구,CS100009,호프-간이주점,821,938,3.2,30,5.8,54,117
20242,11500,강서구,CS100008,분식전문점,477,646,5.1,33,3.6,23,169
20242,11500,강서구,CS100007,치킨전문점,125,372,3.2,12,6.7,25,247
20242,11500,강서구,CS100006,패스트푸드점,160,378,3.2,12,5,19,218
20242,11500,강서구,CS100005,제과점,263,386,4.9,19,3.4,13,123
20242,11500,강서구,CS100004,양식음식점,253,307,4.2,13,4.9,15,54
20242,11500,강서구,CS100003,일식음식점,276,351,6.8,24,5.7,20,75
20242,11500,강서구,CS100002,중식음식점,245,302,6.3,19,7.6,23,57
20242,11500,강서구,CS100001,한식음식점,2610,3113,5.7,176,5.2,161,503
20242,11470,양천구,CS300043,전자상거래업,803,804,0,0,6.2,50,1
20242,11470,양천구,CS300042,주유소,49,49,0,0,2,1,0
20242,11470,양천구,CS300041,예술품,22,22,0,0,4.5,1,0
20242,11470,양천구,CS300040,재생용품 판매점,45,45,0,0,2.2,1,0
20242,11470,양천구,CS300039,모터사이클및부품,20,20,0,0,5,1,0
20242,11470,양천구,CS300038,자동차부품,112,112,0,0,0.9,1,0
20242,11470,양천구,CS300037,중고차판매,66,66,0,0,1.5,1,0
20242,11470,양천구,CS300036,조명용품,202,202,0.5,1,1,2,0
20242,11470,양천구,CS300035,인테리어,135,135,0.7,1,2.2,3,0
20242,11470,양천구,CS300034,악기,18,18,5.6,1,0,0,0
20242,11470,양천구,CS300033,철물점,87,88,0,0,0,0,1
20242,11470,양천구,CS300032,가전제품,69,69,0,0,0,0,0
20242,11470,양천구,CS300031,가구,104,104,0,0,0,0,0
20242,11470,양천구,CS300030,중고가구,4,4,0,0,0,0,0
20242,11470,양천구,CS300029,애완동물,82,92,10.9,10,3.3,3,10
20242,11470,양천구,CS300028,화초,189,189,3.2,6,2.1,4,0
20242,11470,양천구,CS300027,섬유제품,85,85,2.4,2,1.2,1,0
20242,11470,양천구,CS300026,완구,34,34,2.9,1,0,0,0
20242,11470,양천구,CS300025,자전거 및 기타운송장비,41,41,2.4,1,2.4,1,0
20242,11470,양천구,CS300024,운동/경기용품,118,119,0.8,1,0,0,1
20242,11470,양천구,CS300023,미용재료,36,36,0,0,0,0,0
20242,11470,양천구,CS300022,화장품,346,362,0.3,1,3,11,16
20242,11470,양천구,CS300021,문구,143,157,2.5,4,0.6,1,14
20242,11470,양천구,CS300020,서적,155,156,1.9,3,1.3,2,1
20242,11470,양천구,CS300019,의료기기,95,95,6.3,6,4.2,4,0
20242,11470,양천구,CS300018,의약품,243,266,2.3,6,1.9,5,23
20242,11470,양천구,CS300017,시계및귀금속,93,98,0,0,0,0,5
20242,11470,양천구,CS300016,안경,86,114,0.9,1,0,0,28
20242,11470,양천구,CS300015,가방,85,85,0,0,1.2,1,0
20242,11470,양천구,CS300014,신발,109,112,1.8,2,3.6,4,3
20242,11470,양천구,CS300013,유아의류,49,54,0,0,9.3,5,5
20242,11470,양천구,CS300012,한복점,7,7,0,0,0,0,0
20242,11470,양천구,CS300011,일반의류,1125,1128,0.7,8,1.7,19,3
20242,11470,양천구,CS300010,반찬가게,245,253,5.1,13,2.8,7,8
20242,11470,양천구,CS300009,청과상,244,249,3.6,9,3.6,9,5
20242,11470,양천구,CS300008,수산물판매,128,129,0,0,3.1,4,1
20242,11470,양천구,CS300007,육류판매,235,237,3.4,8,3.4,8,2
20242,11470,양천구,CS300006,미곡판매,55,55,0,0,0,0,0
20242,11470,양천구,CS300005,주류도매,19,19,0,0,5.3,1,0
20242,11470,양천구,CS300004,핸드폰,251,251,1.2,3,1.6,4,0
20242,11470,양천구,CS300003,컴퓨터및주변장치판매,147,147,0,0,2.7,4,0
20242,11470,양천구,CS300002,편의점,95,315,4.4,14,4.4,14,220
20242,11470,양천구,CS300001,슈퍼마켓,295,416,4.1,17,4.1,17,121
20242,11470,양천구,CS200047,가정용품임대,40,40,0,0,2.5,1,0
20242,11470,양천구,CS200046,의류임대,5,5,0,0,0,0,0
20242,11470,양천구,CS200045,비디오/서적임대,11,12,0,0,0,0,1
20242,11470,양천구,CS200044,여행사,86,86,1.2,1,1.2,1,0
20242,11470,양천구,CS200043,건축물청소,221,226,2.7,6,2.7,6,5
20242,11470,양천구,CS200042,통번역서비스,71,71,0,0,2.8,2,0
20242,11470,양천구,CS200041,사진관,141,143,0,0,2.8,4,2
20242,11470,양천구,CS200040,녹음실,35,35,0,0,2.9,1,0
20242,11470,양천구,CS200038,독서실,149,190,2.6,5,2.6,5,41
20242,11470,양천구,CS200037,노래방,228,239,4.6,11,5.9,14,11
20242,11470,양천구,CS200035,게스트하우스,8,8,0,0,12.5,1,0
20242,11470,양천구,CS200034,여관,28,28,14.3,4,7.1,2,0
20242,11470,양천구,CS200033,부동산중개업,1228,1228,0.1,1,2.3,28,0
20242,11470,양천구,CS200032,가전제품수리,129,129,0,0,0.8,1,0
20242,11470,양천구,CS200031,세탁소,184,248,0,0,1.2,3,64
20242,11470,양천구,CS200030,피부관리실,277,286,7.3,21,1.4,4,9
20242,11470,양천구,CS200029,네일숍,189,193,0,0,3.1,6,4
20242,11470,양천구,CS200028,미용실,842,924,1.3,12,2.6,24,82
20242,11470,양천구,CS200027,모터사이클수리,23,25,4,1,0,0,2
20242,11470,양천구,CS200026,자동차미용,78,84,7.1,6,2.4,2,6
20242,11470,양천구,CS200025,자동차수리,210,227,1.3,3,2.2,5,17
20242,11470,양천구,CS200024,스포츠클럽,190,196,4.6,9,5.1,10,6
20242,11470,양천구,CS200023,통신기기수리,12,12,0,0,0,0,0
20242,11470,양천구,CS200022,복권방,40,40,0,0,10,4,0
20242,11470,양천구,CS200021,기타오락장,30,34,5.9,2,8.8,3,4
20242,11470,양천구,CS200020,전자게임장,9,9,0,0,0,0,0
20242,11470,양천구,CS200019,PC방,40,43,4.7,2,7,3,3
20242,11470,양천구,CS200018,볼링장,2,2,0,0,0,0,0
20242,11470,양천구,CS200017,골프연습장,78,85,1.2,1,2.4,2,7
20242,11470,양천구,CS200016,당구장,146,146,5.5,8,4.1,6,0
20242,11470,양천구,CS200015,세무사사무소,129,129,1.6,2,0,0,0
20242,11470,양천구,CS200014,회계사사무소,5,5,0,0,0,0,0
20242,11470,양천구,CS200013,기타법무서비스,61,61,0,0,0,0,0
20242,11470,양천구,CS200012,법무사사무소,116,116,0,0,0.9,1,0
20242,11470,양천구,CS200011,변리사사무소,2,2,0,0,0,0,0
20242,11470,양천구,CS200010,변호사사무소,119,119,0,0,0,0,0
20242,11470,양천구,CS200009,동물병원,52,52,0,0,0,0,0
20242,11470,양천구,CS200008,한의원,166,166,0,0,0,0,0
20242,11470,양천구,CS200007,치과의원,193,193,0,0,0.5,1,0
20242,11470,양천구,CS200006,일반의원,359,359,1.7,6,0.6,2,0
20242,11470,양천구,CS200005,스포츠 강습,378,393,2.8,11,3.3,13,15
20242,11470,양천구,CS200004,컴퓨터학원,19,21,0,0,4.8,1,2
20242,11470,양천구,CS200003,예술학원,615,640,2.8,18,4.2,27,25
20242,11470,양천구,CS200002,외국어학원,78,84,0,0,1.2,1,6
20242,11470,양천구,CS200001,일반교습학원,1907,2048,2.6,54,2.6,54,141
20242,11470,양천구,CS100010,커피-음료,512,732,4.6,34,4.8,35,220
20242,11470,양천구,CS100009,호프-간이주점,424,481,3.1,15,5.2,25,57
20242,11470,양천구,CS100008,분식전문점,296,403,4.2,17,5.5,22,107
20242,11470,양천구,CS100007,치킨전문점,96,261,2.7,7,6.5,17,165
20242,11470,양천구,CS100006,패스트푸드점,78,209,2.4,5,7.2,15,131
20242,11470,양천구,CS100005,제과점,207,273,2.9,8,3.7,10,66
20242,11470,양천구,CS100004,양식음식점,137,170,3.5,6,4.7,8,33
20242,11470,양천구,CS100003,일식음식점,127,159,3.1,5,5.7,9,32
20242,11470,양천구,CS100002,중식음식점,159,187,5.3,10,3.2,6,28
20242,11470,양천구,CS100001,한식음식점,1429,1674,4.8,80,4.1,69,245
20242,11440,마포구,CS300043,전자상거래업,1488,1488,0,0,6.5,96,0
20242,11440,마포구,CS300042,주유소,25,25,0,0,0,0,0
20242,11440,마포구,CS300041,예술품,105,105,6.7,7,2.9,3,0
20242,11440,마포구,CS300040,재생용품 판매점,53,53,0,0,0,0,0
20242,11440,마포구,CS300039,모터사이클및부품,33,33,0,0,0,0,0
20242,11440,마포구,CS300038,자동차부품,83,83,0,0,2.4,2,0
20242,11440,마포구,CS300037,중고차판매,20,20,0,0,5,1,0
20242,11440,마포구,CS300036,조명용품,285,285,0.7,2,0.7,2,0
20242,11440,마포구,CS300035,인테리어,161,161,3.1,5,1.2,2,0
20242,11440,마포구,CS300034,악기,46,46,0,0,0,0,0
20242,11440,마포구,CS300033,철물점,72,72,0,0,1.4,1,0
20242,11440,마포구,CS300032,가전제품,84,84,1.2,1,1.2,1,0
20242,11440,마포구,CS300031,가구,119,119,1.7,2,0.8,1,0
20242,11440,마포구,CS300030,중고가구,2,2,0,0,0,0,0
20242,11440,마포구,CS300029,애완동물,110,117,9.4,11,1.7,2,7
20242,11440,마포구,CS300028,화초,338,341,3.2,11,3.8,13,3
20242,11440,마포구,CS300027,섬유제품,90,90,0,0,0,0,0
20242,11440,마포구,CS300026,완구,90,90,4.4,4,1.1,1,0
20242,11440,마포구,CS300025,자전거 및 기타운송장비,57,57,3.5,2,0,0,0
20242,11440,마포구,CS300024,운동/경기용품,146,146,2.7,4,0.7,1,0
20242,11440,마포구,CS300023,미용재료,52,52,0,0,0,0,0
20242,11440,마포구,CS300022,화장품,712,766,0.3,2,1.7,13,54
20242,11440,마포구,CS300021,문구,232,254,1.2,3,2.4,6,22
20242,11440,마포구,CS300020,서적,279,284,2.1,6,1.8,5,5
20242,11440,마포구,CS300019,의료기기,144,144,2.1,3,0.7,1,0
20242,11440,마포구,CS300018,의약품,309,329,0.6,2,1.2,4,20
20242,11440,마포구,CS300017,시계및귀금속,105,109,0.9,1,0,0,4
20242,11440,마포구,CS300016,안경,100,141,1.4,2,3.5,5,41
20242,11440,마포구,CS300015,가방,159,159,2.5,4,1.3,2,0
20242,11440,마포구,CS300014,신발,115,118,2.5,3,1.7,2,3
20242,11440,마포구,CS300013,유아의류,41,47,0,0,0,0,6
20242,11440,마포구,CS300012,한복점,11,11,0,0,0,0,0
20242,11440,마포구,CS300011,일반의류,1374,1378,2.8,39,2.1,29,4
20242,11440,마포구,CS300010,반찬가게,433,442,3.2,14,2.3,10,9
20242,11440,마포구,CS300009,청과상,234,237,4.2,10,5.1,12,3
20242,11440,마포구,CS300008,수산물판매,144,146,0,0,4.1,6,2
20242,11440,마포구,CS300007,육류판매,164,165,3,5,3,5,1
20242,11440,마포구,CS300006,미곡판매,84,84,0,0,3.6,3,0
20242,11440,마포구,CS300005,주류도매,37,37,0,0,5.4,2,0
20242,11440,마포구,CS300004,핸드폰,236,237,0.4,1,1.7,4,1
20242,11440,마포구,CS300003,컴퓨터및주변장치판매,375,375,0,0,1.3,5,0
20242,11440,마포구,CS300002,편의점,149,495,3,15,3.2,16,346
20242,11440,마포구,CS300001,슈퍼마켓,299,468,5.3,25,5.6,26,169
20242,11440,마포구,CS200047,가정용품임대,70,70,0,0,1.4,1,0
20242,11440,마포구,CS200046,의류임대,32,33,0,0,12.1,4,1
20242,11440,마포구,CS200045,비디오/서적임대,11,12,8.3,1,0,0,1
20242,11440,마포구,CS200044,여행사,791,791,0.4,3,2,16,0
20242,11440,마포구,CS200043,건축물청소,254,256,2,5,2,5,2
20242,11440,마포구,CS200042,통번역서비스,141,141,0,0,0,0,0
20242,11440,마포구,CS200041,사진관,657,673,3,20,2.7,18,16
20242,11440,마포구,CS200040,녹음실,239,239,0,0,0.4,1,0
20242,11440,마포구,CS200039,DVD방,2,2,0,0,50,1,0
20242,11440,마포구,CS200038,독서실,136,147,8.8,13,2.7,4,11
20242,11440,마포구,CS200037,노래방,213,220,3.6,8,2.7,6,7
20242,11440,마포구,CS200036,고시원,7,7,0,0,0,0,0
20242,11440,마포구,CS200035,게스트하우스,486,488,0,0,2.9,14,2
20242,11440,마포구,CS200034,여관,84,85,5.9,5,4.7,4,1
20242,11440,마포구,CS200033,부동산중개업,1909,1913,0.1,2,1.7,32,4
20242,11440,마포구,CS200032,가전제품수리,99,99,1,1,0,0,0
20242,11440,마포구,CS200031,세탁소,208,254,2,5,0.8,2,46
20242,11440,마포구,CS200030,피부관리실,542,563,7.5,42,2.7,15,21
20242,11440,마포구,CS200029,네일숍,352,356,0,0,3.1,11,4
20242,11440,마포구,CS200028,미용실,1143,1223,2.4,29,2.3,28,80
20242,11440,마포구,CS200027,모터사이클수리,21,22,0,0,4.5,1,1
20242,11440,마포구,CS200026,자동차미용,62,68,5.9,4,1.5,1,6
20242,11440,마포구,CS200025,자동차수리,108,123,0,0,0,0,15
20242,11440,마포구,CS200024,스포츠클럽,227,232,6.5,15,1.3,3,5
20242,11440,마포구,CS200023,통신기기수리,29,29,0,0,0,0,0
20242,11440,마포구,CS200022,복권방,37,37,0,0,0,0,0
20242,11440,마포구,CS200021,기타오락장,101,111,0,0,5.4,6,10
20242,11440,마포구,CS200020,전자게임장,8,9,0,0,11.1,1,1
20242,11440,마포구,CS200019,PC방,47,51,7.8,4,3.9,2,4
20242,11440,마포구,CS200018,볼링장,5,5,0,0,0,0,0
20242,11440,마포구,CS200017,골프연습장,74,80,1.3,1,1.3,1,6
20242,11440,마포구,CS200016,당구장,132,133,3,4,1.5,2,1
20242,11440,마포구,CS200015,세무사사무소,320,320,0.6,2,0,0,0
20242,11440,마포구,CS200014,회계사사무소,24,24,0,0,0,0,0
20242,11440,마포구,CS200013,기타법무서비스,126,126,0,0,0,0,0
20242,11440,마포구,CS200012,법무사사무소,73,73,0,0,2.7,2,0
20242,11440,마포구,CS200011,변리사사무소,23,23,0,0,0,0,0
20242,11440,마포구,CS200010,변호사사무소,106,106,0,0,0.9,1,0
20242,11440,마포구,CS200009,동물병원,51,51,3.9,2,2,1,0
20242,11440,마포구,CS200008,한의원,162,162,0,0,2.5,4,0
20242,11440,마포구,CS200007,치과의원,200,200,0,0,1.5,3,0
20242,11440,마포구,CS200006,일반의원,454,454,2.9,13,1.1,5,0
20242,11440,마포구,CS200005,스포츠 강습,438,460,2.2,10,2,9,22
20242,11440,마포구,CS200004,컴퓨터학원,33,33,0,0,6.1,2,0
20242,11440,마포구,CS200003,예술학원,669,695,1.7,12,2.3,16,26
20242,11440,마포구,CS200002,외국어학원,141,142,0,0,3.5,5,1
20242,11440,마포구,CS200001,일반교습학원,992,1086,5.8,63,2.4,26,94
20242,11440,마포구,CS100010,커피-음료,2106,2507,4.5,113,4.8,121,401
20242,11440,마포구,CS100009,호프-간이주점,1286,1414,2.4,34,5.2,74,128
20242,11440,마포구,CS100008,분식전문점,513,659,6.1,40,5.3,35,146
20242,11440,마포구,CS100007,치킨전문점,105,293,1.7,5,4.8,14,188
20242,11440,마포구,CS100006,패스트푸드점,269,444,3.4,15,5.4,24,175
20242,11440,마포구,CS100005,제과점,471,569,5.1,29,4.6,26,98
20242,11440,마포구,CS100004,양식음식점,784,852,4.9,42,4.5,38,68
20242,11440,마포구,CS100003,일식음식점,644,735,6.3,46,5.3,39,91
20242,11440,마포구,CS100002,중식음식점,322,368,1.6,6,3,11,46
20242,11440,마포구,CS100001,한식음식점,2780,3173,5.4,171,3.8,121,393
20242,11410,서대문구,CS300043,전자상거래업,712,713,0,0,6.6,47,1
20242,11410,서대문구,CS300042,주유소,31,31,0,0,0,0,0
20242,11410,서대문구,CS300041,예술품,62,62,1.6,1,1.6,1,0
20242,11410,서대문구,CS300040,재생용품 판매점,18,18,0,0,0,0,0
20242,11410,서대문구,CS300039,모터사이클및부품,16,16,0,0,0,0,0
20242,11410,서대문구,CS300038,자동차부품,34,34,0,0,5.9,2,0
20242,11410,서대문구,CS300037,중고차판매,6,6,0,0,0,0,0
20242,11410,서대문구,CS300036,조명용품,103,103,1,1,1,1,0
20242,11410,서대문구,CS300035,인테리어,116,116,0.9,1,1.7,2,0
20242,11410,서대문구,CS300034,악기,11,11,0,0,0,0,0
20242,11410,서대문구,CS300033,철물점,75,75,2.7,2,1.3,1,0
20242,11410,서대문구,CS300032,가전제품,42,42,0,0,0,0,0
20242,11410,서대문구,CS300031,가구,117,117,0,0,1.7,2,0
20242,11410,서대문구,CS300030,중고가구,2,2,0,0,0,0,0
20242,11410,서대문구,CS300029,애완동물,60,65,1.5,1,1.5,1,5
20242,11410,서대문구,CS300028,화초,160,166,2.4,4,4.8,8,6
20242,11410,서대문구,CS300027,섬유제품,34,34,2.9,1,5.9,2,0
20242,11410,서대문구,CS300026,완구,19,19,5.3,1,0,0,0
20242,11410,서대문구,CS300025,자전거 및 기타운송장비,16,16,0,0,0,0,0
20242,11410,서대문구,CS300024,운동/경기용품,58,58,8.6,5,5.2,3,0
20242,11410,서대문구,CS300023,미용재료,23,23,4.3,1,0,0,0
20242,11410,서대문구,CS300022,화장품,254,280,0.7,2,4.6,13,26
20242,11410,서대문구,CS300021,문구,106,123,3.3,4,1.6,2,17
20242,11410,서대문구,CS300020,서적,142,144,0,0,0,0,2
20242,11410,서대문구,CS300019,의료기기,69,72,4.2,3,2.8,2,3
20242,11410,서대문구,CS300018,의약품,209,224,2.2,5,3.6,8,15
20242,11410,서대문구,CS300017,시계및귀금속,76,79,0,0,0,0,3
20242,11410,서대문구,CS300016,안경,49,74,2.7,2,2.7,2,25
20242,11410,서대문구,CS300015,가방,67,67,0,0,1.5,1,0
20242,11410,서대문구,CS300014,신발,74,75,0,0,1.3,1,1
20242,11410,서대문구,CS300013,유아의류,20,21,0,0,4.8,1,1
20242,11410,서대문구,CS300012,한복점,4,4,0,0,0,0,0
20242,11410,서대문구,CS300011,일반의류,720,722,1.7,12,2.1,15,2
20242,11410,서대문구,CS300010,반찬가게,198,205,6.3,13,3.4,7,7
20242,11410,서대문구,CS300009,청과상,211,211,4.7,10,2.4,5,0
20242,11410,서대문구,CS300008,수산물판매,98,99,0,0,2,2,1
20242,11410,서대문구,CS300007,육류판매,126,126,1.6,2,4.8,6,0
20242,11410,서대문구,CS300006,미곡판매,56,56,0,0,1.8,1,0
20242,11410,서대문구,CS300005,주류도매,24,24,0,0,0,0,0
20242,11410,서대문구,CS300004,핸드폰,139,140,0.7,1,6.4,9,1
20242,11410,서대문구,CS300003,컴퓨터및주변장치판매,108,108,0.9,1,2.8,3,0
20242,11410,서대문구,CS300002,편의점,82,326,3.4,11,3.4,11,244
