기준_년분기_코드,자치구_코드,자치구_코드_명,서비스_업종_코드,서비스_업종_코드_명,일반_점포_수,전체_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수
20213,11545,금천구,CS200032,가전제품수리,108,108,3.7,4,0.9,1,0
20213,11545,금천구,CS200031,세탁소,117,144,4.2,6,1.4,2,27
20213,11545,금천구,CS200030,피부관리실,97,99,8.1,8,3,3,2
20213,11545,금천구,CS200029,네일숍,82,85,3.5,3,0,0,3
20213,11545,금천구,CS200028,미용실,498,533,1.7,9,1.5,8,35
20213,11545,금천구,CS200027,모터사이클수리,20,21,4.8,1,4.8,1,1
20213,11545,금천구,CS200026,자동차미용,55,59,5.1,3,0,0,4
20213,11545,금천구,CS200025,자동차수리,150,162,1.2,2,3.1,5,12
20213,11545,금천구,CS200024,스포츠클럽,59,67,3,2,0,0,8
20213,11545,금천구,CS200023,통신기기수리,39,39,2.6,1,5.1,2,0
20213,11545,금천구,CS200022,복권방,30,30,3.3,1,3.3,1,0
20213,11545,금천구,CS200021,기타오락장,37,41,4.9,2,2.4,1,4
20213,11545,금천구,CS200020,전자게임장,20,21,9.5,2,4.8,1,1
20213,11545,금천구,CS200019,PC방,41,47,0,0,4.3,2,6
20213,11545,금천구,CS200018,볼링장,6,6,0,0,16.7,1,0
20213,11545,금천구,CS200017,골프연습장,37,38,7.9,3,2.6,1,1
20213,11545,금천구,CS200016,당구장,107,108,1.9,2,2.8,3,1
20213,11545,금천구,CS200015,세무사사무소,304,304,2.3,7,0,0,0
20213,11545,금천구,CS200014,회계사사무소,45,45,0,0,2.2,1,0
20213,11545,금천구,CS200013,기타법무서비스,77,77,6.5,5,1.3,1,0
20213,11545,금천구,CS200012,법무사사무소,39,39,2.6,1,2.6,1,0
20213,11545,금천구,CS200011,변리사사무소,52,52,0,0,1.9,1,0
20213,11545,금천구,CS200010,변호사사무소,20,20,0,0,0,0,0
20213,11545,금천구,CS200009,동물병원,16,17,0,0,0,0,1
20213,11545,금천구,CS200008,한의원,76,76,1.3,1,1.3,1,0
20213,11545,금천구,CS200007,치과의원,109,109,1.8,2,1.8,2,0
20213,11545,금천구,CS200006,일반의원,176,176,3.4,6,1.7,3,0
20213,11545,금천구,CS200005,스포츠 강습,121,130,3.1,4,0.8,1,9
20213,11545,금천구,CS200004,컴퓨터학원,17,17,0,0,0,0,0
20213,11545,금천구,CS200003,예술학원,180,185,3.2,6,1.6,3,5
20213,11545,금천구,CS200002,외국어학원,39,39,0,0,2.6,1,0
20213,11545,금천구,CS200001,일반교습학원,284,321,4,13,1.2,4,37
20213,11545,금천구,CS100010,커피-음료,345,558,5.6,31,3.2,18,213
20213,11545,금천구,CS100009,호프-간이주점,418,458,2.2,10,3.9,18,40
20213,11545,금천구,CS100008,분식전문점,233,331,2.4,8,3.3,11,98
20213,11545,금천구,CS100007,치킨전문점,70,196,4.6,9,5.1,10,126
20213,11545,금천구,CS100006,패스트푸드점,50,128,4.7,6,3.9,5,78
20213,11545,금천구,CS100005,제과점,83,118,5.1,6,1.7,2,35
20213,11545,금천구,CS100004,양식음식점,65,92,8.7,8,1.1,1,27
20213,11545,금천구,CS100003,일식음식점,85,113,8,9,2.7,3,28
20213,11545,금천구,CS100002,중식음식점,202,226,4.9,11,2.7,6,24
20213,11545,금천구,CS100001,한식음식점,1359,1614,3.6,58,2.6,42,255
20213,11530,구로구,CS300043,전자상거래업,837,838,5.1,43,2.7,23,1
20213,11530,구로구,CS300042,주유소,43,43,4.7,2,2.3,1,0
20213,11530,구로구,CS300041,예술품,17,17,0,0,0,0,0
20213,11530,구로구,CS300040,재생용품 판매점,82,82,1.2,1,3.7,3,0
20213,11530,구로구,CS300039,모터사이클및부품,19,19,0,0,0,0,0
20213,11530,구로구,CS300038,자동차부품,159,159,0,0,2.5,4,0
20213,11530,구로구,CS300037,중고차판매,9,9,11.1,1,22.2,2,0
20213,11530,구로구,CS300036,조명용품,3375,3376,0.9,30,0.9,31,1
20213,11530,구로구,CS300035,인테리어,213,213,2.3,5,0.9,2,0
20213,11530,구로구,CS300034,악기,18,18,0,0,5.6,1,0
20213,11530,구로구,CS300033,철물점,114,114,0,0,2.6,3,0
20213,11530,구로구,CS300032,가전제품,144,144,1.4,2,2.1,3,0
20213,11530,구로구,CS300031,가구,142,142,3.5,5,0.7,1,0
20213,11530,구로구,CS300030,중고가구,6,6,0,0,0,0,0
20213,11530,구로구,CS300029,애완동물,49,51,0,0,2,1,2
20213,11530,구로구,CS300028,화초,127,127,2.4,3,4.7,6,0
20213,11530,구로구,CS300027,섬유제품,102,102,0,0,0,0,0
20213,11530,구로구,CS300026,완구,35,35,2.9,1,2.9,1,0
20213,11530,구로구,CS300025,자전거 및 기타운송장비,33,33,0,0,0,0,0
20213,11530,구로구,CS300024,운동/경기용품,113,114,5.3,6,1.8,2,1
20213,11530,구로구,CS300023,미용재료,69,69,1.4,1,1.4,1,0
20213,11530,구로구,CS300022,화장품,666,715,3.4,24,2.7,19,49
20213,11530,구로구,CS300021,문구,181,198,0,0,2,4,17
20213,11530,구로구,CS300020,서적,178,182,1.6,3,0.5,1,4
20213,11530,구로구,CS300019,의료기기,159,159,1.9,3,0.6,1,0
20213,11530,구로구,CS300018,의약품,282,299,2.3,7,1.7,5,17
20213,11530,구로구,CS300017,시계및귀금속,130,132,0.8,1,0,0,2
20213,11530,구로구,CS300016,안경,59,86,1.2,1,1.2,1,27
20213,11530,구로구,CS300015,가방,102,102,7.8,8,2.9,3,0
20213,11530,구로구,CS300014,신발,135,139,0.7,1,2.9,4,4
20213,11530,구로구,CS300013,유아의류,85,92,2.2,2,3.3,3,7
20213,11530,구로구,CS300012,한복점,17,17,0,0,0,0,0
20213,11530,구로구,CS300011,일반의류,1209,1210,1.7,20,2.4,29,1
20213,11530,구로구,CS300010,반찬가게,352,361,3.3,12,2.5,9,9
20213,11530,구로구,CS300009,청과상,250,250,3.6,9,2.8,7,0
20213,11530,구로구,CS300008,수산물판매,138,140,4.3,6,4.3,6,2
20213,11530,구로구,CS300007,육류판매,231,231,3,7,2.6,6,0
20213,11530,구로구,CS300006,미곡판매,107,107,0.9,1,0.9,1,0
20213,11530,구로구,CS300005,주류도매,61,61,0,0,0,0,0
20213,11530,구로구,CS300004,핸드폰,584,589,3.6,21,4.1,24,5
20213,11530,구로구,CS300003,컴퓨터및주변장치판매,584,584,1.4,8,2.1,12,0
20213,11530,구로구,CS300002,편의점,93,339,3.2,11,4.4,15,246
20213,11530,구로구,CS300001,슈퍼마켓,470,593,1.7,10,1.9,11,123
20213,11530,구로구,CS200047,가정용품임대,43,43,4.7,2,2.3,1,0
20213,11530,구로구,CS200046,의류임대,16,16,0,0,6.3,1,0
20213,11530,구로구,CS200045,비디오/서적임대,6,6,0,0,0,0,0
20213,11530,구로구,CS200044,여행사,223,223,2.2,5,2.2,5,0
20213,11530,구로구,CS200043,건축물청소,204,209,1,2,2.4,5,5
20213,11530,구로구,CS200042,통번역서비스,72,72,0,0,0,0,0
20213,11530,구로구,CS200041,사진관,135,135,1.5,2,1.5,2,0
20213,11530,구로구,CS200040,녹음실,18,18,0,0,0,0,0
20213,11530,구로구,CS200038,독서실,68,86,3.5,3,1.2,1,18
20213,11530,구로구,CS200037,노래방,308,316,1.9,6,0.9,3,8
20213,11530,구로구,CS200036,고시원,1,1,0,0,0,0,0
20213,11530,구로구,CS200035,게스트하우스,8,8,0,0,0,0,0
20213,11530,구로구,CS200034,여관,153,154,0.6,1,0.6,1,1
20213,11530,구로구,CS200033,부동산중개업,1283,1284,2.3,30,2.4,31,1
20213,11530,구로구,CS200032,가전제품수리,144,144,1.4,2,2.8,4,0
20213,11530,구로구,CS200031,세탁소,183,222,0.9,2,3.6,8,39
20213,11530,구로구,CS200030,피부관리실,199,206,1,2,2.9,6,7
20213,11530,구로구,CS200029,네일숍,163,171,3.5,6,0.6,1,8
20213,11530,구로구,CS200028,미용실,756,817,1.8,15,2.3,19,61
20213,11530,구로구,CS200027,모터사이클수리,21,21,0,0,0,0,0
20213,11530,구로구,CS200026,자동차미용,73,78,6.4,5,9,7,5
20213,11530,구로구,CS200025,자동차수리,161,178,0,0,2.8,5,17
20213,11530,구로구,CS200024,스포츠클럽,110,114,4.4,5,3.5,4,4
20213,11530,구로구,CS200023,통신기기수리,27,27,3.7,1,3.7,1,0
20213,11530,구로구,CS200022,복권방,50,50,6,3,2,1,0
20213,11530,구로구,CS200021,기타오락장,56,58,1.7,1,12.1,7,2
20213,11530,구로구,CS200020,전자게임장,16,18,5.6,1,11.1,2,2
20213,11530,구로구,CS200019,PC방,70,76,3.9,3,2.6,2,6
20213,11530,구로구,CS200018,볼링장,5,5,0,0,0,0,0
20213,11530,구로구,CS200017,골프연습장,71,74,2.7,2,1.4,1,3
20213,11530,구로구,CS200016,당구장,136,138,2.9,4,2.2,3,2
20213,11530,구로구,CS200015,세무사사무소,191,191,1,2,0,0,0
20213,11530,구로구,CS200014,회계사사무소,55,55,0,0,0,0,0
20213,11530,구로구,CS200013,기타법무서비스,139,139,2.2,3,2.9,4,0
20213,11530,구로구,CS200012,법무사사무소,47,47,0,0,0,0,0
20213,11530,구로구,CS200011,변리사사무소,25,25,0,0,0,0,0
20213,11530,구로구,CS200010,변호사사무소,45,45,2.2,1,2.2,1,0
20213,11530,구로구,CS200009,동물병원,32,33,3,1,0,0,1
20213,11530,구로구,CS200008,한의원,120,120,1.7,2,0,0,0
20213,11530,구로구,CS200007,치과의원,177,177,0,0,0,0,0
20213,11530,구로구,CS200006,일반의원,278,278,1.4,4,1.4,4,0
20213,11530,구로구,CS200005,스포츠 강습,245,253,2.8,7,2,5,8
20213,11530,구로구,CS200004,컴퓨터학원,27,27,0,0,0,0,0
20213,11530,구로구,CS200003,예술학원,318,330,3.3,11,1.8,6,12
20213,11530,구로구,CS200002,외국어학원,70,71,1.4,1,1.4,1,1
20213,11530,구로구,CS200001,일반교습학원,580,659,3.6,24,1.4,9,79
20213,11530,구로구,CS100010,커피-음료,470,689,5.8,40,2.9,20,219
20213,11530,구로구,CS100009,호프-간이주점,642,725,2.9,21,2.8,20,83
20213,11530,구로구,CS100008,분식전문점,336,473,5.5,26,3.6,17,137
20213,11530,구로구,CS100007,치킨전문점,108,306,4.9,15,2.6,8,198
20213,11530,구로구,CS100006,패스트푸드점,75,188,5.3,10,5.9,11,113
20213,11530,구로구,CS100005,제과점,129,205,4.9,10,5.4,11,76
20213,11530,구로구,CS100004,양식음식점,97,131,4.6,6,2.3,3,34
20213,11530,구로구,CS100003,일식음식점,123,153,5.9,9,1.3,2,30
20213,11530,구로구,CS100002,중식음식점,378,402,8.7,35,6.2,25,24
20213,11530,구로구,CS100001,한식음식점,1779,2078,3.2,66,3.7,77,299
20213,11500,강서구,CS300043,전자상거래업,1163,1164,4.1,48,2.8,33,1
20213,11500,강서구,CS300042,주유소,70,70,4.3,3,2.9,2,0
20213,11500,강서구,CS300041,예술품,20,20,0,0,5,1,0
20213,11500,강서구,CS300040,재생용품 판매점,84,84,1.2,1,1.2,1,0
20213,11500,강서구,CS300039,모터사이클및부품,28,28,0,0,3.6,1,0
20213,11500,강서구,CS300038,자동차부품,202,202,3,6,0,0,0
20213,11500,강서구,CS300037,중고차판매,208,208,1.9,4,2.4,5,0
20213,11500,강서구,CS300036,조명용품,364,365,1.4,5,1.1,4,1
20213,11500,강서구,CS300035,인테리어,213,213,0.9,2,3.3,7,0
20213,11500,강서구,CS300034,악기,25,25,0,0,0,0,0
20213,11500,강서구,CS300033,철물점,105,105,0,0,0,0,0
20213,11500,강서구,CS300032,가전제품,115,115,2.6,3,0,0,0
20213,11500,강서구,CS300031,가구,161,161,1.9,3,1.9,3,0
20213,11500,강서구,CS300030,중고가구,3,3,33.3,1,0,0,0
20213,11500,강서구,CS300029,애완동물,102,106,6.6,7,2.8,3,4
20213,11500,강서구,CS300028,화초,221,221,5,11,2.3,5,0
20213,11500,강서구,CS300027,섬유제품,117,117,0.9,1,1.7,2,0
20213,11500,강서구,CS300026,완구,62,62,1.6,1,0,0,0
20213,11500,강서구,CS300025,자전거 및 기타운송장비,43,43,2.3,1,0,0,0
20213,11500,강서구,CS300024,운동/경기용품,176,176,4.5,8,3.4,6,0
20213,11500,강서구,CS300023,미용재료,54,54,0,0,0,0,0
20213,11500,강서구,CS300022,화장품,756,809,3.2,26,3.3,27,53
20213,11500,강서구,CS300021,문구,226,250,2.4,6,0.4,1,24
20213,11500,강서구,CS300020,서적,219,222,0.9,2,1.4,3,3
20213,11500,강서구,CS300019,의료기기,222,225,2.2,5,1.8,4,3
20213,11500,강서구,CS300018,의약품,393,419,1.9,8,1.4,6,26
20213,11500,강서구,CS300017,시계및귀금속,108,114,2.6,3,0.9,1,6
20213,11500,강서구,CS300016,안경,85,117,5.1,6,2.6,3,32
20213,11500,강서구,CS300015,가방,110,111,6.3,7,0.9,1,1
20213,11500,강서구,CS300014,신발,160,164,0.6,1,1.2,2,4
20213,11500,강서구,CS300013,유아의류,77,89,4.5,4,4.5,4,12
20213,11500,강서구,CS300012,한복점,4,4,25,1,50,2,0
20213,11500,강서구,CS300011,일반의류,1563,1567,3,47,3.2,50,4
20213,11500,강서구,CS300010,반찬가게,519,538,3,16,0.9,5,19
20213,11500,강서구,CS300009,청과상,689,690,2.3,16,1.7,12,1
20213,11500,강서구,CS300008,수산물판매,339,341,0.9,3,1.8,6,2
20213,11500,강서구,CS300007,육류판매,308,309,4.9,15,1.9,6,1
20213,11500,강서구,CS300006,미곡판매,100,100,1,1,1,1,0
20213,11500,강서구,CS300005,주류도매,40,40,0,0,0,0,0
20213,11500,강서구,CS300004,핸드폰,370,371,3.8,14,2.7,10,1
20213,11500,강서구,CS300003,컴퓨터및주변장치판매,393,393,3.1,12,1.8,7,0
20213,11500,강서구,CS300002,편의점,120,500,2.6,13,1.6,8,380
20213,11500,강서구,CS300001,슈퍼마켓,417,605,3,18,3.8,23,188
20213,11500,강서구,CS200047,가정용품임대,63,63,1.6,1,0,0,0
20213,11500,강서구,CS200046,의류임대,23,23,0,0,4.3,1,0
20213,11500,강서구,CS200045,비디오/서적임대,9,10,0,0,0,0,1
20213,11500,강서구,CS200044,여행사,328,328,1.5,5,0.6,2,0
20213,11500,강서구,CS200043,건축물청소,328,335,5.4,18,1.2,4,7
20213,11500,강서구,CS200042,통번역서비스,69,69,2.9,2,0,0,0
20213,11500,강서구,CS200041,사진관,231,231,4.8,11,0.4,1,0
20213,11500,강서구,CS200040,녹음실,41,41,0,0,4.9,2,0
20213,11500,강서구,CS200039,DVD방,1,1,0,0,0,0,0
20213,11500,강서구,CS200038,독서실,135,171,8.8,15,5.3,9,36
20213,11500,강서구,CS200037,노래방,334,351,2,7,3.7,13,17
20213,11500,강서구,CS200036,고시원,1,1,0,0,0,0,0
20213,11500,강서구,CS200035,게스트하우스,13,13,0,0,0,0,0
20213,11500,강서구,CS200034,여관,144,145,4.1,6,6.2,9,1
20213,11500,강서구,CS200033,부동산중개업,2225,2229,2.5,56,2.3,51,4
20213,11500,강서구,CS200032,가전제품수리,192,192,2.1,4,2.1,4,0
20213,11500,강서구,CS200031,세탁소,270,341,2.6,9,2.3,8,71
20213,11500,강서구,CS200030,피부관리실,420,430,6.5,28,3,13,10
20213,11500,강서구,CS200029,네일숍,300,307,3.3,10,1,3,7
20213,11500,강서구,CS200028,미용실,1052,1162,2,23,1.8,21,110
20213,11500,강서구,CS200027,모터사이클수리,21,21,0,0,0,0,0
20213,11500,강서구,CS200026,자동차미용,110,119,2.5,3,2.5,3,9
20213,11500,강서구,CS200025,자동차수리,259,300,0.7,2,1.3,4,41
20213,11500,강서구,CS200024,스포츠클럽,182,198,7.1,14,3.5,7,16
20213,11500,강서구,CS200023,통신기기수리,30,30,3.3,1,0,0,0
20213,11500,강서구,CS200022,복권방,44,44,9.1,4,0,0,0
20213,11500,강서구,CS200021,기타오락장,81,87,3.4,3,6.9,6,6
20213,11500,강서구,CS200020,전자게임장,26,26,0,0,7.7,2,0
20213,11500,강서구,CS200019,PC방,81,98,3.1,3,1,1,17
20213,11500,강서구,CS200018,볼링장,13,13,0,0,0,0,0
20213,11500,강서구,CS200017,골프연습장,97,104,9.6,10,1.9,2,7
20213,11500,강서구,CS200016,당구장,193,196,7.7,15,4.6,9,3
20213,11500,강서구,CS200015,세무사사무소,299,299,2.7,8,0,0,0
20213,11500,강서구,CS200014,회계사사무소,32,32,0,0,3.1,1,0
20213,11500,강서구,CS200013,기타법무서비스,92,92,5.4,5,1.1,1,0
20213,11500,강서구,CS200012,법무사사무소,64,64,3.1,2,1.6,1,0
20213,11500,강서구,CS200011,변리사사무소,20,20,10,2,0,0,0
20213,11500,강서구,CS200010,변호사사무소,27,27,7.4,2,3.7,1,0
20213,11500,강서구,CS200009,동물병원,48,50,2,1,2,1,2
20213,11500,강서구,CS200008,한의원,197,197,1.5,3,1.5,3,0
20213,11500,강서구,CS200007,치과의원,236,236,1.7,4,0.8,2,0
20213,11500,강서구,CS200006,일반의원,445,445,1.1,5,0.7,3,0
20213,11500,강서구,CS200005,스포츠 강습,402,421,7.6,32,2.4,10,19
20213,11500,강서구,CS200004,컴퓨터학원,25,25,8,2,4,1,0
20213,11500,강서구,CS200003,예술학원,511,537,3.4,18,1.5,8,26
20213,11500,강서구,CS200002,외국어학원,104,108,1.9,2,0,0,4
20213,11500,강서구,CS200001,일반교습학원,1075,1213,3.2,39,1.6,19,138
20213,11500,강서구,CS100010,커피-음료,801,1147,7.2,83,4.1,47,346
20213,11500,강서구,CS100009,호프-간이주점,878,994,2.9,29,3.5,35,116
20213,11500,강서구,CS100008,분식전문점,439,611,5.1,31,4.4,27,172
20213,11500,강서구,CS100007,치킨전문점,155,414,5.1,21,5.6,23,259
20213,11500,강서구,CS100006,패스트푸드점,149,336,6.5,22,3.9,13,187
20213,11500,강서구,CS100005,제과점,230,338,6.2,21,2.4,8,108
20213,11500,강서구,CS100004,양식음식점,174,231,10,23,5.2,12,57
20213,11500,강서구,CS100003,일식음식점,210,278,4.7,13,5,14,68
20213,11500,강서구,CS100002,중식음식점,223,259,6.6,17,3.1,8,36
20213,11500,강서구,CS100001,한식음식점,2357,2809,3.8,108,3.8,108,452
20213,11470,양천구,CS300043,전자상거래업,680,681,4.8,33,2.6,18,1
20213,11470,양천구,CS300042,주유소,48,48,4.2,2,2.1,1,0
20213,11470,양천구,CS300041,예술품,20,20,0,0,0,0,0
20213,11470,양천구,CS300040,재생용품 판매점,51,51,3.9,2,2,1,0
20213,11470,양천구,CS300039,모터사이클및부품,18,18,0,0,0,0,0
20213,11470,양천구,CS300038,자동차부품,120,120,5,6,0.8,1,0
20213,11470,양천구,CS300037,중고차판매,64,64,7.8,5,3.1,2,0
20213,11470,양천구,CS300036,조명용품,213,213,1.9,4,1.4,3,0
20213,11470,양천구,CS300035,인테리어,145,145,0,0,0,0,0
20213,11470,양천구,CS300034,악기,19,19,0,0,0,0,0
20213,11470,양천구,CS300033,철물점,91,91,7.7,7,1.1,1,0
20213,11470,양천구,CS300032,가전제품,67,67,0,0,1.5,1,0
20213,11470,양천구,CS300031,가구,103,103,1.9,2,1,1,0
20213,11470,양천구,CS300030,중고가구,4,4,25,1,0,0,0
20213,11470,양천구,CS300029,애완동물,47,52,11.5,6,3.8,2,5
20213,11470,양천구,CS300028,화초,165,165,4.8,8,1.8,3,0
20213,11470,양천구,CS300027,섬유제품,81,81,1.2,1,3.7,3,0
20213,11470,양천구,CS300026,완구,29,29,0,0,3.4,1,0
20213,11470,양천구,CS300025,자전거 및 기타운송장비,42,42,0,0,2.4,1,0
20213,11470,양천구,CS300024,운동/경기용품,102,103,1,1,2.9,3,1
20213,11470,양천구,CS300023,미용재료,41,41,4.9,2,0,0,0
20213,11470,양천구,CS300022,화장품,373,396,3.3,13,3.5,14,23
20213,11470,양천구,CS300021,문구,116,128,0.8,1,2.3,3,12
20213,11470,양천구,CS300020,서적,151,154,1.9,3,1.9,3,3
20213,11470,양천구,CS300019,의료기기,82,82,2.4,2,3.7,3,0
20213,11470,양천구,CS300018,의약품,223,244,0.8,2,1.2,3,21
20213,11470,양천구,CS300017,시계및귀금속,103,108,0.9,1,2.8,3,5
20213,11470,양천구,CS300016,안경,87,115,0,0,1.7,2,28
20213,11470,양천구,CS300015,가방,81,81,0,0,2.5,2,0
20213,11470,양천구,CS300014,신발,118,123,1.6,2,1.6,2,5
20213,11470,양천구,CS300013,유아의류,59,63,3.2,2,1.6,1,4
20213,11470,양천구,CS300012,한복점,11,11,0,0,0,0,0
20213,11470,양천구,CS300011,일반의류,1126,1130,2.1,24,2.4,27,4
20213,11470,양천구,CS300010,반찬가게,253,265,3,8,4.2,11,12
20213,11470,양천구,CS300009,청과상,241,243,6.6,16,2.9,7,2
20213,11470,양천구,CS300008,수산물판매,126,129,6.2,8,4.7,6,3
20213,11470,양천구,CS300007,육류판매,227,229,3.5,8,3.1,7,2
20213,11470,양천구,CS300006,미곡판매,54,54,1.9,1,7.4,4,0
20213,11470,양천구,CS300005,주류도매,16,16,6.3,1,6.3,1,0
20213,11470,양천구,CS300004,핸드폰,274,274,4.7,13,4,11,0
20213,11470,양천구,CS300003,컴퓨터및주변장치판매,149,149,2.7,4,1.3,2,0
20213,11470,양천구,CS300002,편의점,77,286,2.4,7,1.7,5,209
20213,11470,양천구,CS300001,슈퍼마켓,312,433,1.4,6,2.5,11,121
20213,11470,양천구,CS200047,가정용품임대,35,35,2.9,1,2.9,1,0
20213,11470,양천구,CS200046,의류임대,5,5,0,0,40,2,0
20213,11470,양천구,CS200045,비디오/서적임대,8,9,0,0,11.1,1,1
20213,11470,양천구,CS200044,여행사,88,88,0,0,3.4,3,0
20213,11470,양천구,CS200043,건축물청소,161,166,3,5,1.2,2,5
20213,11470,양천구,CS200042,통번역서비스,73,73,2.7,2,4.1,3,0
20213,11470,양천구,CS200041,사진관,130,131,2.3,3,1.5,2,1
20213,11470,양천구,CS200040,녹음실,29,29,3.4,1,0,0,0
20213,11470,양천구,CS200038,독서실,152,206,5.8,12,3.4,7,54
20213,11470,양천구,CS200037,노래방,237,248,0.4,1,2.8,7,11
20213,11470,양천구,CS200035,게스트하우스,1,1,0,0,0,0,0
20213,11470,양천구,CS200034,여관,24,24,12.5,3,12.5,3,0
20213,11470,양천구,CS200033,부동산중개업,1273,1273,2.7,34,2,26,0
20213,11470,양천구,CS200032,가전제품수리,132,132,2.3,3,0.8,1,0
20213,11470,양천구,CS200031,세탁소,191,256,1.2,3,2.7,7,65
20213,11470,양천구,CS200030,피부관리실,221,230,3.5,8,0.9,2,9
20213,11470,양천구,CS200029,네일숍,187,191,5.2,10,3.1,6,4
20213,11470,양천구,CS200028,미용실,833,907,1.5,14,1.5,14,74
20213,11470,양천구,CS200027,모터사이클수리,23,24,0,0,0,0,1
20213,11470,양천구,CS200026,자동차미용,69,77,0,0,1.3,1,8
20213,11470,양천구,CS200025,자동차수리,202,218,0.9,2,1.8,4,16
20213,11470,양천구,CS200024,스포츠클럽,160,167,5.4,9,0.6,1,7
20213,11470,양천구,CS200023,통신기기수리,17,17,0,0,5.9,1,0
20213,11470,양천구,CS200022,복권방,31,31,12.9,4,0,0,0
20213,11470,양천구,CS200021,기타오락장,37,42,0,0,4.8,2,5
20213,11470,양천구,CS200020,전자게임장,12,12,8.3,1,0,0,0
20213,11470,양천구,CS200019,PC방,56,63,1.6,1,4.8,3,7
20213,11470,양천구,CS200018,볼링장,1,1,0,0,0,0,0
20213,11470,양천구,CS200017,골프연습장,69,71,4.2,3,2.8,2,2
20213,11470,양천구,CS200016,당구장,140,140,5,7,3.6,5,0
20213,11470,양천구,CS200015,세무사사무소,113,113,1.8,2,0,0,0
20213,11470,양천구,CS200014,회계사사무소,6,6,0,0,16.7,1,0
20213,11470,양천구,CS200013,기타법무서비스,52,52,3.8,2,0,0,0
20213,11470,양천구,CS200012,법무사사무소,118,118,1.7,2,0,0,0
20213,11470,양천구,CS200011,변리사사무소,3,3,0,0,0,0,0
20213,11470,양천구,CS200010,변호사사무소,118,118,0.8,1,1.7,2,0
20213,11470,양천구,CS200009,동물병원,51,51,3.9,2,0,0,0
20213,11470,양천구,CS200008,한의원,157,157,1.3,2,0.6,1,0
20213,11470,양천구,CS200007,치과의원,196,196,0.5,1,0,0,0
20213,11470,양천구,CS200006,일반의원,317,317,1.3,4,1.3,4,0
20213,11470,양천구,CS200005,스포츠 강습,315,327,3.7,12,0.6,2,12
20213,11470,양천구,CS200004,컴퓨터학원,24,25,4,1,0,0,1
20213,11470,양천구,CS200003,예술학원,547,574,1.6,9,1.4,8,27
20213,11470,양천구,CS200002,외국어학원,73,75,4,3,2.7,2,2
20213,11470,양천구,CS200001,일반교습학원,1762,1904,2.6,50,1.5,29,142
20213,11470,양천구,CS100010,커피-음료,468,630,5.2,33,2.5,16,162
20213,11470,양천구,CS100009,호프-간이주점,466,524,4,21,3.6,19,58
20213,11470,양천구,CS100008,분식전문점,287,399,4.3,17,3.5,14,112
20213,11470,양천구,CS100007,치킨전문점,102,264,3,8,4.5,12,162
20213,11470,양천구,CS100006,패스트푸드점,86,219,6.8,15,5.9,13,133
20213,11470,양천구,CS100005,제과점,174,248,4,10,4,10,74
20213,11470,양천구,CS100004,양식음식점,116,151,6,9,3.3,5,35
20213,11470,양천구,CS100003,일식음식점,129,158,5.7,9,5.1,8,29
20213,11470,양천구,CS100002,중식음식점,134,150,9.3,14,4,6,16
20213,11470,양천구,CS100001,한식음식점,1382,1610,3.4,54,3.4,54,228
20213,11440,마포구,CS300043,전자상거래업,1166,1167,7.4,86,2.8,33,1
20213,11440,마포구,CS300042,주유소,21,21,0,0,0,0,0
20213,11440,마포구,CS300041,예술품,77,77,0,0,0,0,0
20213,11440,마포구,CS300040,재생용품 판매점,54,54,0,0,0,0,0
20213,11440,마포구,CS300039,모터사이클및부품,30,30,0,0,6.7,2,0
20213,11440,마포구,CS300038,자동차부품,81,81,1.2,1,2.5,2,0
20213,11440,마포구,CS300037,중고차판매,15,15,0,0,0,0,0
20213,11440,마포구,CS300036,조명용품,287,287,1,3,2.1,6,0
20213,11440,마포구,CS300035,인테리어,163,163,1.2,2,1.2,2,0
20213,11440,마포구,CS300034,악기,41,41,0,0,0,0,0
20213,11440,마포구,CS300033,철물점,73,73,1.4,1,5.5,4,0
20213,11440,마포구,CS300032,가전제품,90,90,3.3,3,1.1,1,0
20213,11440,마포구,CS300031,가구,126,126,2.4,3,0,0,0
20213,11440,마포구,CS300030,중고가구,1,1,0,0,0,0,0
20213,11440,마포구,CS300029,애완동물,79,87,9.2,8,3.4,3,8
20213,11440,마포구,CS300028,화초,291,294,4.4,13,2.4,7,3
20213,11440,마포구,CS300027,섬유제품,94,94,1.1,1,0,0,0
20213,11440,마포구,CS300026,완구,68,68,1.5,1,2.9,2,0
20213,11440,마포구,CS300025,자전거 및 기타운송장비,48,48,0,0,0,0,0
20213,11440,마포구,CS300024,운동/경기용품,137,138,3.6,5,2.2,3,1
20213,11440,마포구,CS300023,미용재료,51,51,3.9,2,2,1,0
20213,11440,마포구,CS300022,화장품,723,785,1.9,15,1.8,14,62
20213,11440,마포구,CS300021,문구,219,243,1.2,3,0.8,2,24
20213,11440,마포구,CS300020,서적,287,293,2.7,8,2.7,8,6
20213,11440,마포구,CS300019,의료기기,134,135,0.7,1,3,4,1
20213,11440,마포구,CS300018,의약품,290,309,3.2,10,2.9,9,19
20213,11440,마포구,CS300017,시계및귀금속,102,106,0.9,1,0.9,1,4
20213,11440,마포구,CS300016,안경,99,135,1.5,2,1.5,2,36
20213,11440,마포구,CS300015,가방,157,159,2.5,4,1.3,2,2
20213,11440,마포구,CS300014,신발,113,116,0,0,2.6,3,3
